spectrum_path,valid_fraction
DeMeo2009data_gp/a000258.sp08.txt,1.0000
DeMeo2009data_gp/a000266.sp44.txt,1.0000
DeMeo2009data_gp/a000267.sp24.txt,1.0000
DeMeo2009data_gp/a000269.sp40.txt,1.0000
DeMeo2009data_gp/a000289.sp01.txt,1.0000
DeMeo2009data_gp/a000308.sp39.txt,1.0000
DeMeo2009data_gp/a000322.sp18.txt,1.0000
DeMeo2009data_gp/a000337.sp18.txt,1.0000
DeMeo2009data_gp/a000345.sp45.txt,1.0000
DeMeo2009data_gp/a000346.sp14.txt,1.0000
DeMeo2009data_gp/a000352.sp06.txt,1.0000
DeMeo2009data_gp/a000371.sp07.txt,1.0000
DeMeo2009data_gp/a000403.sp22.txt,1.0000
DeMeo2009data_gp/a000433.sp16.txt,1.0000
DeMeo2009data_gp/a000446.sp07.txt,1.0000
DeMeo2009data_gp/a000513.sp05.txt,1.0000
DeMeo2009data_gp/a000532.sp06.txt,1.0000
DeMeo2009data_gp/a000596.sp14.txt,1.0000
DeMeo2009data_gp/a000631.sp18.txt,1.0000
DeMeo2009data_gp/a000673.sp06.txt,1.0000
DeMeo2009data_gp/a000679.sp04.txt,1.0000
DeMeo2009data_gp/a000699.sp35.txt,1.0000
DeMeo2009data_gp/a000720.sp02.txt,1.0000
DeMeo2009data_gp/a000773.sp31.txt,1.0000
DeMeo2009data_gp/a000782.sp06.txt,1.0000
DeMeo2009data_gp/a000785.sp41.txt,1.0000
DeMeo2009data_gp/a000847.sp04.txt,1.0000
DeMeo2009data_gp/a000929.sp06.txt,1.0000
DeMeo2009data_gp/a000944.sp31.txt,1.0000
DeMeo2009data_gp/a000985.sp40.txt,1.0000
DeMeo2009data_gp/a001020.sp21.txt,1.0000
DeMeo2009data_gp/a001374.sp28.txt,1.0000
DeMeo2009data_gp/a001433.sp16.txt,1.0000
DeMeo2009data_gp/a001459.sp04.txt,1.0000
DeMeo2009data_gp/a001542.sp39.txt,1.0000
DeMeo2009data_gp/a001659.sp11.txt,1.0000
DeMeo2009data_gp/a001662.sp21.txt,1.0000
DeMeo2009data_gp/a001667.sp19.txt,1.0000
DeMeo2009data_gp/a001751.sp06.txt,1.0000
DeMeo2009data_gp/a001807.sp30.txt,1.0000
DeMeo2009data_gp/a001858.sp12.txt,1.0000
DeMeo2009data_gp/a001929.sp04.txt,1.0000
DeMeo2009data_gp/a002035.sp19.txt,1.0000
DeMeo2009data_gp/a002045.sp09.txt,1.0000
DeMeo2009data_gp/a002063.sp41.txt,1.0000
DeMeo2009data_gp/a002064.sp52.txt,1.0000
DeMeo2009data_gp/a002157.sp21.txt,1.0000
DeMeo2009data_gp/a002246.sp39.txt,1.0000
DeMeo2009data_gp/a002353.sp14.txt,1.0000
DeMeo2009data_gp/a002354.sp21.txt,1.0000
DeMeo2009data_gp/a002386.sp15.txt,1.0000
DeMeo2009data_gp/a002504.sp22.txt,1.0000
DeMeo2009data_gp/a002566.sp17.txt,1.0000
DeMeo2009data_gp/a002579.sp02.txt,1.0000
DeMeo2009data_gp/a002875.sp11.txt,1.0000
DeMeo2009data_gp/a002911.sp21.txt,1.0000
DeMeo2009data_gp/a002912.sp04.txt,1.0000
DeMeo2009data_gp/a002957.sp21.txt,1.0000
DeMeo2009data_gp/a002977.sp18.txt,1.0000
DeMeo2009data_gp/a003028.sp17.txt,1.0000
DeMeo2009data_gp/a003198.sp40.txt,1.0000
DeMeo2009data_gp/a003199.sp36.txt,1.0000
DeMeo2009data_gp/a003248.sp39.txt,1.0000
DeMeo2009data_gp/a003255.sp17.txt,1.0000
DeMeo2009data_gp/a003317.sp50.txt,1.0000
DeMeo2009data_gp/a003363.sp12.txt,1.0000
DeMeo2009data_gp/a003430.sp15.txt,1.0000
DeMeo2009data_gp/a003491.sp15.txt,1.0000
DeMeo2009data_gp/a003701.sp07.txt,1.0000
DeMeo2009data_gp/a003734.sp08.txt,1.0000
DeMeo2009data_gp/a003788.sp21.txt,1.0000
DeMeo2009data_gp/a003908.sp30.txt,1.0000
DeMeo2009data_gp/a003949.sp08.txt,1.0000
DeMeo2009data_gp/a004407.sp08.txt,1.0000
DeMeo2009data_gp/a004737.sp15.txt,1.0000
DeMeo2009data_gp/a004995.sp19.txt,1.0000
DeMeo2009data_gp/a005013.sp09.txt,1.0000
DeMeo2009data_gp/a005111.sp44.txt,1.0000
DeMeo2009data_gp/a005261.sp41.txt,1.0000
DeMeo2009data_gp/a005401.sp21.txt,1.0000
DeMeo2009data_gp/a005587.sp05.txt,1.0000
DeMeo2009data_gp/a007341.sp11.txt,1.0000
DeMeo2009data_gp/a007763.sp14.txt,1.0000
DeMeo2009data_gp/a008334.sp21.txt,1.0000
DeMeo2009data_gp/a017274.sp02.txt,1.0000
DeMeo2009data_gp/a020790.sp03.txt,1.0000
DeMeo2009data_gp/a022771.sp26.txt,1.0000
DeMeo2009data_gp/a024475.sp05.txt,1.0000
DeMeo2009data_gp/a035107.sp20.txt,1.0000
Binzel2019data_gp/a001468.visnir.txt,1.0000
Binzel2019data_gp/a001747.visnir.txt,1.0000
Binzel2019data_gp/a001951.visnir.txt,1.0000
Binzel2019data_gp/a001981.visnir.txt,1.0000
Binzel2019data_gp/a002102.visnir.txt,1.0000
Binzel2019data_gp/a002201.visnir.txt,1.0000
Binzel2019data_gp/a003288.visnir.txt,1.0000
Binzel2019data_gp/a003552.visnir.txt,1.0000
Binzel2019data_gp/a003552.visnir_xth.txt,1.0000
Binzel2019data_gp/a004142.visnir.txt,1.0000
Binzel2019data_gp/a004486.visnir.txt,1.0000
Binzel2019data_gp/a005011.visnir.txt,1.0000
Binzel2019data_gp/a005131.visnir.txt,1.0000
Binzel2019data_gp/a007753.visnir_xth.txt,1.0000
Binzel2019data_gp/a008566.visnir.txt,1.0000
Binzel2019data_gp/a012711.visnir.txt,1.0000
Binzel2019data_gp/a016960.visnir.txt,1.0000
Binzel2019data_gp/a029075.visnir.txt,1.0000
Binzel2019data_gp/a033881.visnir.txt,1.0000
Binzel2019data_gp/a052340.visnir.txt,1.0000
Binzel2019data_gp/a052760.visnir.txt,1.0000
Binzel2019data_gp/a052762.visnir.txt,1.0000
Binzel2019data_gp/a052762.visnir_xth.txt,1.0000
Binzel2019data_gp/a065679.visnir.txt,1.0000
Binzel2019data_gp/a088254.visnir.txt,1.0000
Binzel2019data_gp/a136617.visnir.txt,1.0000
Binzel2019data_gp/a136923.visnir.txt,1.0000
Binzel2019data_gp/a136993.visnir.txt,1.0000
Binzel2019data_gp/a143381.visnir.txt,1.0000
Binzel2019data_gp/a143651.visnir.txt,1.0000
Binzel2019data_gp/a163364.visnir.txt,1.0000
Binzel2019data_gp/a170502.visnir.txt,1.0000
Binzel2019data_gp/a170502.visnir_xth.txt,1.0000
Binzel2019data_gp/a175706.visnir.txt,1.0000
Binzel2019data_gp/a175706.visnir_xth.txt,1.0000
Binzel2019data_gp/a192563.visnir.txt,1.0000
Binzel2019data_gp/a253841.visnir.txt,1.0000
Binzel2019data_gp/a297418.visnir.txt,1.0000
Binzel2019data_gp/a363067.visnir.txt,1.0000
Binzel2019data_gp/a480883.visnir.txt,1.0000
Binzel2019data_gp/a481532.visnir.txt,1.0000
Binzel2019data_gp/a500080.visnir.txt,1.0000
Binzel2019data_gp/au2000WL63.visnir.txt,1.0000
Binzel2019data_gp/au2002TP69.visnir.txt,1.0000
Binzel2019data_gp/au2002VP69.visnir.txt,1.0000
Binzel2019data_gp/au2008QS11.visnir.txt,1.0000
