0.4925	0.9525	0.0184	1
0.495	0.9538	0.0119	1
0.4975	0.9494	0.0097	1
0.5	0.9687	0.0062	1
0.5025	0.9711	0.0138	1
0.505	0.9656	0.0168	1
0.5075	0.9593	0.0063	1
0.51	0.9651	0.0103	1
0.5125	0.959	0.0064	1
0.515	0.9745	0.0084	1
0.5175	0.9734	0.0042	1
0.52	0.9931	0.0104	1
0.5225	0.9909	0.0054	1
0.525	0.9796	0.0065	1
0.5275	1.0087	0.0074	1
0.53	0.9946	0.016	1
0.5325	0.9841	0.0097	1
0.535	0.9802	0.0097	1
0.5375	0.9848	0.0073	1
0.54	0.9863	0.0056	1
0.5425	0.9844	0.0097	1
0.545	0.9924	0.0061	1
0.5475	0.9954	0.0075	1
0.55	0.9957	0.0081	1
0.5525	0.9927	0.0074	1
0.555	0.9889	0.0102	1
0.56	1.0206	0.0061	1
0.5625	1.011	0.0067	1
0.565	1	0.0065	1
0.5675	0.9976	0.0143	1
0.57	1.0051	0.0125	1
0.5725	1.0135	0.0151	1
0.575	1.0063	0.0133	1
0.5775	1.0117	0.0131	1
0.58	1.0143	0.0183	1
0.5825	1.0016	0.0174	1
0.585	1.0124	0.0084	1
0.5875	1.03	0.0095	1
0.59	1.0472	0.0116	1
0.5925	1.0201	0.0139	1
0.595	1.0132	0.016	1
0.5975	1.0153	0.0106	1
0.6	1.0102	0.0123	1
0.6025	1.0477	0.0194	1
0.605	1.0131	0.0091	1
0.6075	1.0176	0.0136	1
0.61	1.0295	0.011	1
0.6125	1.0327	0.0122	1
0.615	1.0261	0.0077	1
0.6175	1.0405	0.0226	1
0.62	1.0295	0.0151	1
0.6225	1.0368	0.0077	1
0.625	1.0362	0.0111	1
0.6275	1.0599	0.0266	1
0.6325	1.0584	0.0113	1
0.635	1.0503	0.0097	1
0.6375	1.06	0.009	1
0.64	1.048	0.0101	1
0.6425	1.0494	0.0111	1
0.645	1.0541	0.0079	1
0.6475	1.053	0.0094	1
0.65	1.0649	0.0069	1
0.6525	1.0613	0.0083	1
0.655	1.0507	0.0112	1
0.6575	1.0803	0.031	1
0.66	1.0666	0.0114	1
0.6625	1.0549	0.007	1
0.665	1.0704	0.0092	1
0.6675	1.056	0.0159	1
0.67	1.0609	0.0082	1
0.6725	1.0682	0.0104	1
0.675	1.0711	0.0056	1
0.6775	1.0716	0.0093	1
0.68	1.0854	0.0057	1
0.6825	1.0768	0.0137	1
0.685	1.0684	0.0061	1
0.6875	1.077	0.0113	1
0.69	1.0951	0.0152	1
0.6925	1.0794	0.0136	1
0.695	1.0911	0.0105	1
0.6975	1.0941	0.0058	1
0.7	1.0813	0.0062	1
0.7025	1.0908	0.014	1
0.705	1.0871	0.0088	1
0.7075	1.0746	0.008	1
0.71	1.0834	0.0063	1
0.7125	1.0894	0.0042	1
0.715	1.0921	0.0069	1
0.7175	1.1101	0.0101	1
0.72	1.1182	0.0106	1
0.7225	1.1032	0.0082	1
0.725	1.1268	0.0046	1
0.7275	1.1252	0.0075	1
0.73	1.125	0.0109	1
0.7325	1.1282	0.0058	1
0.735	1.1308	0.006	1
0.7375	1.1092	0.0163	1
0.74	1.1071	0.0135	1
0.7425	1.1019	0.0082	1
0.745	1.102	0.0044	1
0.7475	1.1056	0.0038	1
0.75	1.1013	0.0089	1
0.77	1.1057	0.0069	1
0.7725	1.0978	0.0078	1
0.775	1.1263	0.004	1
0.7775	1.0991	0.0088	1
0.78	1.1145	0.0033	1
0.7825	1.0966	0.003	1
