 0.3590	 0.9060	 0.0200
 0.4370	 0.9392	 0.0200
 0.5500	 0.9816	 0.0200
 0.7010	 1.0812	 0.0200
 0.8530	 1.1469	 0.0200
 0.9480	 1.1448	 0.0200
 0.8200	 1.1470	 0.0076
 0.8250	 1.1141	 0.0054
 0.8300	 1.1318	 0.0067
 0.8350	 1.1313	 0.0066
 0.8400	 1.1367	 0.0065
 0.8450	 1.1474	 0.0064
 0.8500	 1.1411	 0.0073
 0.8550	 1.1348	 0.0054
 0.8600	 1.1181	 0.0054
 0.8650	 1.1339	 0.0067
 0.8700	 1.1321	 0.0066
 0.8750	 1.1272	 0.0066
 0.8800	 1.1248	 0.0063
 0.8850	 1.1321	 0.0061
 0.8900	 1.1323	 0.0059
 0.8950	 1.1339	 0.0057
 0.9000	 1.1446	 0.0056
 0.9050	 1.1487	 0.0056
 0.9100	 1.1509	 0.0055
 0.9150	 1.1561	 0.0055
 0.9200	 1.1690	 0.0055
 0.9250	 1.1514	 0.0056
 0.9300	 1.1490	 0.0057
 0.9350	 1.1453	 0.0060
 0.9400	 1.1466	 0.0063
 0.9450	 1.1583	 0.0065
 0.9500	 1.1611	 0.0064
 0.9550	 1.1603	 0.0061
 0.9600	 1.1681	 0.0061
 0.9650	 1.1774	 0.0055
 0.9700	 1.1723	 0.0052
 0.9750	 1.1763	 0.0050
 0.9800	 1.1829	 0.0048
 0.9850	 1.1780	 0.0047
 0.9900	 1.1737	 0.0046
 0.9950	 1.1793	 0.0045
 1.0000	 1.1711	 0.0036
 1.0050	 1.1770	 0.0036
 1.0100	 1.1870	 0.0044
 1.0150	 1.1904	 0.0044
 1.0200	 1.1910	 0.0042
 1.0250	 1.1918	 0.0042
 1.0300	 1.1863	 0.0042
 1.0350	 1.1880	 0.0041
 1.0400	 1.2263	 0.0048
 1.0450	 1.1857	 0.0048
 1.0500	 1.1930	 0.0041
 1.0550	 1.1977	 0.0041
 1.0600	 1.1956	 0.0041
 1.0650	 1.2021	 0.0041
 1.0700	 1.2117	 0.0041
 1.0750	 1.2041	 0.0041
 1.0800	 1.2070	 0.0041
 1.0850	 1.2033	 0.0040
 1.0900	 1.2178	 0.0040
 1.0950	 1.2164	 0.0040
 1.1000	 1.2141	 0.0040
 1.1050	 1.2096	 0.0040
 1.1100	 1.2009	 0.0041
 1.1150	 1.2039	 0.0043
 1.1200	 1.1945	 0.0047
 1.1250	 1.2068	 0.0051
 1.1300	 1.2178	 0.0055
 1.1350	 1.2229	 0.0056
 1.1400	 1.2235	 0.0054
 1.1450	 1.2253	 0.0052
 1.1500	 1.2153	 0.0049
 1.1550	 1.2295	 0.0047
 1.1600	 1.2328	 0.0044
 1.1650	 1.2390	 0.0042
 1.1700	 1.2538	 0.0040
 1.1750	 1.2333	 0.0038
 1.1800	 1.2354	 0.0038
 1.1850	 1.2352	 0.0037
 1.1900	 1.2488	 0.0037
 1.1950	 1.2509	 0.0037
 1.2000	 1.2456	 0.0037
 1.2050	 1.2461	 0.0037
 1.2100	 1.2436	 0.0037
 1.2150	 1.2423	 0.0036
 1.2200	 1.2496	 0.0036
 1.2250	 1.2500	 0.0036
 1.2300	 1.2564	 0.0036
 1.2350	 1.2633	 0.0036
 1.2400	 1.2597	 0.0036
 1.2450	 1.2638	 0.0036
 1.2500	 1.2586	 0.0036
 1.2550	 1.2802	 0.0037
 1.2600	 1.2679	 0.0037
 1.2650	 1.2620	 0.0037
 1.2700	 1.2800	 0.0038
 1.2750	 1.2705	 0.0038
 1.2800	 1.2722	 0.0037
 1.2850	 1.2734	 0.0037
 1.2900	 1.2840	 0.0037
 1.2950	 1.2795	 0.0036
 1.3000	 1.2814	 0.0037
 1.3050	 1.2931	 0.0037
 1.3100	 1.2821	 0.0038
 1.3150	 1.2886	 0.0039
 1.3200	 1.2889	 0.0040
 1.3250	 1.2922	 0.0041
 1.3300	 1.3004	 0.0042
 1.3350	 1.2963	 0.0044
 1.3400	 1.3154	 0.0049
 1.3450	 1.3090	 0.0058
 1.3500	 1.2926	 0.0073
 1.3600	 1.3470	 0.0297
 1.3650	 1.3285	 0.0564
 1.3700	 1.3442	 0.0687
 1.3800	 1.3042	 0.0329
 1.3850	 1.3045	 0.0279
 1.3900	 1.3720	 0.0371
 1.3950	 1.3138	 0.0223
 1.4000	 1.3227	 0.0191
 1.4100	 1.3298	 0.0138
 1.4150	 1.3830	 0.0150
 1.4200	 1.3698	 0.0126
 1.4300	 1.3349	 0.0081
 1.4350	 1.3373	 0.0077
 1.4400	 1.3450	 0.0074
 1.4450	 1.3249	 0.0045
 1.4500	 1.3470	 0.0063
 1.4550	 1.3512	 0.0060
 1.4600	 1.3524	 0.0059
 1.4650	 1.3510	 0.0059
 1.4700	 1.3582	 0.0061
 1.4750	 1.3593	 0.0061
 1.4800	 1.3518	 0.0058
 1.4850	 1.3553	 0.0055
 1.4900	 1.3660	 0.0052
 1.4950	 1.3601	 0.0050
 1.5000	 1.3677	 0.0049
 1.5050	 1.3657	 0.0048
 1.5100	 1.3618	 0.0047
 1.5150	 1.3728	 0.0047
 1.5200	 1.3699	 0.0046
 1.5250	 1.3775	 0.0046
 1.5300	 1.3759	 0.0046
 1.5350	 1.3788	 0.0046
 1.5400	 1.3884	 0.0047
 1.5450	 1.3782	 0.0046
 1.5500	 1.3928	 0.0047
